,,,,,
,,,,,
State,X,Y,Date,Report ID,Description
,-83.46259,38.05703,6/1/2008,24674, BFRO Investigator videotapes encounter in Daniel Boone National Forest 
,-84.67017,38.90649,6/16/1905,24800, Woman remembers a shaggy white-haired creature watching her while she walked her dog outside Richwood
,-84.10435,37.75745,9/1/1983,25242, Man recalls being chased by a sasquatch while riding his bike near Waco
,-86.45915,36.68937,8/1/2007,26173, Daylight sighting while riding a 4-wheeler near Franklin
,-83.08006,37.81144,5/25/1905,26605, Man recalls early morning sighting while squirrel hunting near Salyersville
,-87.01657,37.64966,6/29/1905,27024, Late afternoon road crossing sighting by motorists near Masonville
,-84.50035,37.55156,8/1/2009,27551, Late night encounter at a farm near Crab Orchard
,-82.48093,37.42701,4/1/1994,27941, Man recalls his early morning sighting driving to work near Chloe
,-84.94009,38.12912,11/1/1982,27955, Man recalls his sighting of a bigfoot near Lawrenceburg
,-82.5183,37.47975,4/1/2005,28575, Bipedal creature observed on a cliff outside Pikeville
,-82.73412,38.1078,August 1983/2010,30198, Man tells of his two encounters 30 years apart
,-86.11702,37.96027,9/1/2007,30673, Family endures confrontation while camping in front yard near Fort Knox
,-84.79574,39.08002,9/1/2011,31368, Nighttime sighting by motorcyclist near Petersburg
,-84.90234,37.97699,11/1/2011,33187, Dual sighting in late afternoon by deer hunter in tree stand near Lawrenceburg
,-87.93167,36.8216,8/1/2010,33322, Nighttime sighting while leaving Lake Barkley State Park
,-82.69125,38.06181,8/1/2003,34725, Ginseng hunter has an unexpected encounter near Blaine
,-83.41507,38.2592,12/1/2012,38122, Nighttime sighting outside a residence north of Hayes Cemetery near Grayson
,-83.42429,36.83193,1/1/2013,38980, Teen on four-wheeler has sighting on family property near Wallins
,-83.56467,37.00633,12/1/2006,40278, Hunter in a ghillie suit on Pine Mountain has a close encounter
,-90.8493,30.1878,10/1/2000,514, Early evening sighting by motorist near Sorrento
,-93.9467,32.7817,11/1/1987,1313,  creature walked directly towards witness. 
,-92.3104,31.6825,April 1998/2000,1458," A motorist observed a hunched over, brownish-red creature crossing the road #2. Cast made of a 12"" track, onl"
,-92.37835,31.3799,Late 1970s,1459, Witness looked  up into the eyes of Bigfoot
,-92.4976,31.1375,Mid- to Late-1970s,1460, Two Large Creatures Were Seen Coming Out of Creek
,-92.4054,31.3058,June Early 1980s,1461, Witnesses saw Creature next to a Broken Tree
,-92.40895,32.8057,11/1/1977,1501," Two witnesses see a large, black creature while loading firewood on a truck"
,-93.2512,31.1458,6/1/1905,1502," Five year old boy approached by a large, bi-pedal animal covered in dark hair"
,-92.3104,31.6825,11/1/2000,1536, Two teenage deer hunters have encounter while hunting
,-92.3309,31.4871,12/1/1996,1537, Forest Service surveyor finds over 20 large foot prints along a forest service road
,-93.0887,31.6498,March 92 or 93,3631," Late afternoon sighting by motorists, off I-49 20 miles south of Natchitoches"
,-92.2508,31.4676,8/1/2000,3777, Logger has two encounters over three day period
,-92.3495,31.3904,7/1/1985,5609, Child has encounter while looking at the night sky
,-91.01565,30.49905,6/1/1982,6530, Child has encounter while playing near a creek
,-93.2952,31.14195,7/1/1980,7236, Pre-teens encounter 2 ape like creatures while exploring the woods
,-92.6221,30.2576,10/1/1972,7715, Duck hunters have early morning encounter
,-93.50845,31.5831,11/1/2003,9567, While taking dog outside witness sees large bipedal shadow next to his shed
,-92.914,32.0199,12/1/2005,13350, Hunter observes upright hairy creature in the Kisatchie National Forest
,-93.45,32.895,11/1/1971,23227, Daylight sighting by squirrel hunter outside Sarepta
,-91.14448,32.0131,6/2/1905,23745, Man recounts boyhood sighting at home near Jigger
,-92.46844,31.40304,10/1/1980,26124, Man recalls seeing a large creature walk across his yard near Tioga
,-71.9023,42.6688,12/1/1977,8717, Snowmobilers have daylight sighting near Ashburnham
,-71.58914,42.01496,5/1/2008,23732, Sundown sighting by motorists near Rhode Island state border
,-70.95906,41.74419,7/1/2009,26277, Night sighting by a motorist near Freetown
,-76.82731,39.08414,8/1/1998,27702, Man recalls seeing a tall dark creature behind his house at dusk near Laurel
,-76.34047,39.67183,9/1/1993,31814, Memories told of several incidents including an observation through a rifle scope while target practicing ou
,-84.58583,43.74,11/1/1997,810," witness describes an ""ape-like"" creature along a road. "
,-82.53083,43.26806,8/1/1987,815," Witness observes strange ""monkey-like"" animal from bedroom window. "
,-84.42722,43.59611,9/1/1977,1811," Witness and cousin see ""hairy brown man-like creature"" watching them"
,-87.73236,46.61183,8/1/1991,2787, Horseback rider has close range sighting in jackpine forest
,-84.2114,43.79834,11/1/1972,2830, BF shakes bush and screams at 2 hunters
,-83.60472,42.30472,8/1/2001,2953, 2 witnesses see a BF at night in the headlights
,-84.66833,43.5975,10/1/1990,4325," Nighttime sighting by three in car, near Mt. Pleasant"
,-85.60028,42.39472,5/1/2002,4414," Nighttime sighting by four witnesses, near Plainwell"
,-85.34194,43.235,6/1/2002,4502, Late night sighting by motorist on 19 Mile Rd. near Greenville
,-84.7602,44.4355,8/1/1980,4613, Two firefighters have near collision with animal north of Houghton Lake. 
,-86.16861,42.86361,11/1/2002,5280, Two cars stop to let pair of BF cross the road.
,-83.18583,43.41444,2/1/1999,5321," Having morning coffee and looking out the window, man sees tall black ""ape"" walking in his woods."
,-83.27139,43.94111,7/1/1965,5652, Apelike creature seen by children on a sand dune near Caseville
,-87.42407,46.47182,7/1/1996,7096, Bikers have daylight sighting near Marquette.
,-84.35389,41.93,1977 or 78,7399, Large Hairy Arm Knocks in Window Screen
,-83.92834,43.92736,11/1/2003,7408," Bigfoot tries to hide under brush, leaves legs exposed"
,-83.58,42.40611,3/1/2004,8389, Young man sees strange animal running down road under streetlight.
,-85.82096,44.51436,8/1/1998,9872, Sisters have nighttime sighting near Buckley. 
,-85.05965,42.323,9/1/1974,10151, Motorist has nighttime sighting of animal near Marshall.
,-84.05358,44.36434,11/1/2003,10904, Deer hunter watches large bipedal animal in Rifle River State Park.
,-84.7802,41.9773,4/1/2006,15187," Resident reports numerous incidents in his neighborhood outside Allen, near borders of MI, IN and OH"
,-84.72922,44.29188,4/1/1999,15479, Daylight sighting in woods behind high school outside Houghton Lake
,-88.16701,46.5244,7/1/1971,19938, Teenager views runner covered in hair near Michigamme
,-87.98718,46.01398,7/1/1965,20002, Afternoon highway crossing near Felch
,-87.48289,46.09045,6/12/1905,20100, Daylight sighting by hunters near Gwinn (Upper Peninsula)
,-84.87524,45.91515,6/1/1979,20173," Motorist describes nighttime sighting/encounter in headlights on US-2, west of St. Ignace "
,-87.3289,45.9642,10/1/1982,20202, Motorist sighting on County Road 426 between Cornell and Watson
,-84.7378,42.3125,10/1/1979,20423, Sighting by two teenagers in woods near Albion
,-85.95865,46.34575,January 1977-1978,20457, Nighttime sighting by Air Force personnel near Seney National Wildlife Refuge
,-85.589,46.56725,6/8/1905,21271, Man describes road sighting in teen years near Pine Stump Junction
,-84.40335,44.41835,9/1/2007,21792, Night Time Sighting by Motorist - South of Lupton
,-85.41,43.21,11/1/1978,22802, Man recalls spotting a sasquatch watching him while hunting deer north of Grand Rapids
,-86.5228,46.3126,6/1/1993,22973, Young ape-like creature seen squatting on a tree limb near Shingleton
,-84.04025,42.68505,5/31/1905,23481, Juvenile Bigfoot crosses road and clears a fence near Fowlerville
,-84.71,44.7,1972-1974?,23530, Man recalls childhood incident near Grayling
,-88.28403,46.56913,9/1/1970,23929, Dusk sighting by two women near Three Lakes (w/sketch by artist)
,-85.97613,46.18968,9/1/2002,24127, Partridge hunter has a daylight sighting while driving from Germfask
,-86.1437,45.964,4/1/1962,24238, Man recalls multi-witness sighting in teen years near Manistique
,-85.86292,44.62845,mid 80's,24776," Near Bendon, woman and daughter recall their daylight sighting from automobile"
,-84.425,45.1475,9/1/2008,24854, Dusk sighting by two teenagers participating in the Youth Deer Hunt near Wolverine
,-84.12485,44.76,9/1/1992,24868,  Hunter tells of his daylight encounter while baiting bear outside Lewiston
,-83.845,44.565,10/1/2008,25031, Bird hunter surprises a resting sasquatch near Curtisville
,-84.6,44.17335,10/1/1984,25298, Man recalls a sasquatch watching he and a group of teenagers taking a walk while camping near Houghton Lake
,-84.06493,44.5256,1997/1998,25622, Two men see a bigfoot cross a road near Rose City
,-84.355,43.87,October 1996 or 97,25651, Man tells of sighting of two creatures while shining for deer near Beaverton
,-85.12935,43.45135,9/1/1986,26245, Man recalls scary incidents as a teenager on his family's farm SW of Mt. Pleasant
,-84.9825,43.1095,6/5/1905,26372, Homeowner recalls a sighting outside her window and hearing strange vocalizations near Palo
,-84.165,44.94835,1998-99,27009, Woman recalls daylight sighting while driving and a possible incident at a home east of Gaylord
,-84.0415,44.59665,7/1/1989,27783, Man recounts two experiences with bigfoot while camping in the Lower Peninsula
,-84.91665,46.37165,8/1/1999,28373, Woman recalls her early morning sighting of a sasquatch east of Brimley
,-85.00165,44.76665,3/1/1962,28668, Man recalls encounter he had as a teenager near Kalkaska
,-84.605,45.35665,7/1/2009,29091, Motorist is shocked by sighting on I-75 between Wolverine & Indian River
,-84.22701,42.068,11/1/1980,29178, Passenger recalls a nighttime sighting near Brooklyn.
,-83.85985,45.40985,5/1/1967,29409, Woman remembers childhood sighting near Rogers City
,-85.075,44.525,10/1/1977,29615, Nighttime sighting remembered while driving southeast of Kalkaska
,-86.10172,44.22671,11/1/2009,30090," Grandfather and grandson witness a big, black creature chasing a deer near Manistee"
,-85,45,8/1/1950,30753, Witness recalls a childhood face to face daylight sighting near his home and night vocalizations outside Gay
,-87.46171,46.60424,11/1/2002,30902, Nighttime sighting on CR550 outside Marquette
,-86.21193,46.19183,8/1/2010,31025, Close encounter by a hunter tracking his dogs at night outside the Seney National Wildlife Refuge
,-84.2995,41.871,7/1/1978,31444, Woman recalls being paralyzed by fear during childhood sighting near Lake Hudson State Park
,-86.4565,43.674,7/1/2011,31603, Motorists describe a nighttime sighting near the Manistee National Forest.
,-83.4885,45.351,7/1/2003,33611, Air National Guardsman describes being ushered out of the woods culminating in a nighttime sighting from his
,-85.2165,44.1305,5/1/2009,35282, Close encounter experienced while waiting for the school bus near Marion
,-85.92196,44.0559,7/1/2006,35387, Late afternoon sighting by two brothers near Baldwin
,-85.6885,42.225,1969-1979,37553, Multiple childhood interactions recalled by a woman who grew up near Kalamazoo
,-83.89001,44.2725,4/1/2012,40204, Daylight sighting by a young man fishing near Whittemore
,-86.19037,44.38367,October 1984?,43798, Memory told of an early evening sighting at a migrant work camp in Bear Lake
,-85.51546,44.50587,10/1/2000,45572, Teens shining for deer have a scary encounter near Kingsley
,-92.36145,43.80075,5/1/2002,4379, Two witnesses have a daylight encounter in their camp near Spring Valley
,-93.02428,47.27147,7/1/2004,9012, Vocalizations heard and animal observed near Hibbing.
,-92.36145,43.80075,10/1/2005,13049, Daylight sighting by squirrel hunter near Spring Valley
,-92.53,47.5754,5/1/2000,16566, Dusk sighting by cyclist north of the town of Virginia
,-93.06226,45.1836,2/1/2000,17551," Daylight sighting by a couple, on a frozen lake near Centerville."
,-95.11484,46.50385,8/1/1992,25323, A family is chased by a sasquatch near Wadena.
,-94.98708,47.43842,4/1/2006,25336, Daylight sighting of a creature walkng down the road as they pull out of their driveway near Bermidji
,-93.25262,47.52522,11/1/1970,28711, Memory told of seeing an upright figure walk into a shooting lane while hunting near Nashwauk
,-93,47.5,8/1/2009,31166, Husband and wife experience an up-close daylight sighting on Hwy. 7 north of Bovey
,-92.01759,47.4284,9/1/2012,43975, Daylight sighting while scouting hunting locations near Skibo
,-91.432,37.8597,8/1/1977,496, Campers see large figure cross river in moonlight
,-92.97639,38.04414,6/1/1986,1099, Campsite intrusion near river. 
,-91.6533,39.8397,6/1/1997,1118, Witness saw man-like creature in a corn field. 
,-91.2,36.6,6/1/1971,1120, Sasquatch encountered standing by porch
,-91.09014,39.29007,6/13/1905,1135, A man gathering firewood for his campsite with his ATV encounters a large ape-like animal in a creek bed
,-91.093,39.3735,7/1/1972,1136, Creature seen stepping over four foot barbed wire fence near the town of Louisiana
,-92.20055,37.82861,6/11/1905,1138," Family witness a 7-8 foot tall creature, covered with hair, standing in the middle of the road"
,-93.5577,38.0944,7/1/1982,1141, Two six foot tall creatures seen by witness. 
,-93.8794,37.9939,5/30/1905,1148," Family camping encounter large, fur covered creature. Footprints are discovered at the campsite"
,-90.0329,37.8602,5/1/2000,1150," Ape-like creature seen by a motorist crossing the road and enter a wooded area near Ozora, Missouri"
,-90.7517,38.039,10/1/1956,1158, Child encounters a man-like creature in a shed.
,-90.675,38.655,8/1/1976,1356, Husband and wife observe sasquatch at river's edge
,-93.13545,37.07354,6/1/1988,2036," Multiple witnesses encounter bad smell, three observe creature hiding behind sapling"
,-93.71506,37.11433,9/1/1977,2180, Two sisters witness bipedal animal walk through yard
,-92.59781,38.81124,10/1/1975,3483," Nighttime sighting outside farm house, west of Prairie Home (the town) near Pisgah Creek"
,-92.173,37.714,5/1/1982,4421, Soldier in basic training has daylight sighting at Fort Leonard Wood.
,-92.425,36.615,app. 1985,5085, Family has nighttime sighting near Gainesville.
,-93.4303,37.0968,8/1/2002,5286, Meteor watchers see large two-legged dark creature approach vehicle near Springfield
,-92.8254,38.3085,8/1/1991,5552, Youth bicyclist has daytime sighting near Gravois Mills.
,-91.6253,38.28,4/1/2003,6194, Two decades separate sightings of father and son at farm
